what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434242978872
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1434242984100
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434242985153
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434242988064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434242988329
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434242988749
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434242991829
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434242993692
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434242994039
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434242995078
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1434243003072
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1434243004259
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1434243006856
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243007574
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243007989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243012555
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1434243021412
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1434243030549
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1434243031587
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1434243036316
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243036688
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243043820
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243044592
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243051199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243053605
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243055678
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243056173
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243057529
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1434243063601
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243063914
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1434243087076
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1434243091556
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243092997
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243093386
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243097512
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243099938
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243100314
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243104701
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243107397
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243111907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243112247
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243115981
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243117943
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243118243
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243126299
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1434243129179
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1434243129527
